,ground_truth,label,label_name,probs
67,1,1,without_mask,0.9479268
68,1,1,without_mask,0.9473836
69,1,1,without_mask,0.9197171
70,1,1,without_mask,0.9031676
71,0,0,with_mask,0.96582675
72,1,1,without_mask,0.9445059
73,1,1,without_mask,0.93410826
74,1,1,without_mask,0.9255538
75,1,1,without_mask,0.943341
76,0,0,with_mask,0.96318597
77,0,0,with_mask,0.96648306
78,1,2,mask_weared_incorrect,0.49717182
79,1,1,without_mask,0.9432432
80,1,1,without_mask,0.9457335
81,1,1,without_mask,0.9373384
82,0,0,with_mask,0.9662203
83,1,1,without_mask,0.93853605
84,0,0,with_mask,0.96284896
85,0,0,with_mask,0.96629936
86,1,1,without_mask,0.9478419
87,1,1,without_mask,0.94013685
88,0,0,with_mask,0.9546736
89,0,0,with_mask,0.96490633
90,0,0,with_mask,0.9641482
91,0,0,with_mask,0.96650976
92,1,1,without_mask,0.9440677
93,1,1,without_mask,0.93840367
94,0,0,with_mask,0.96446323
95,0,0,with_mask,0.9663195
96,0,0,with_mask,0.9663992
97,0,0,with_mask,0.96584964
98,0,0,with_mask,0.9659214
99,0,0,with_mask,0.96694213
100,1,1,without_mask,0.94458616
101,2,2,mask_weared_incorrect,0.47600642
102,0,0,with_mask,0.96539056
103,0,0,with_mask,0.9661826
104,0,0,with_mask,0.9662349
105,1,1,without_mask,0.91611266
106,1,1,without_mask,0.86052257
107,0,0,with_mask,0.962522
108,0,0,with_mask,0.9646417
109,0,0,with_mask,0.9583641
110,0,0,with_mask,0.9667445
111,0,0,with_mask,0.9666454
112,0,0,with_mask,0.96588534
113,0,0,with_mask,0.9672272
114,0,0,with_mask,0.9656694
115,0,0,with_mask,0.9656285
116,0,0,with_mask,0.96567833
117,0,0,with_mask,0.9648281
118,0,0,with_mask,0.9651854
119,0,0,with_mask,0.9652353
120,0,0,with_mask,0.9666987
121,0,0,with_mask,0.96526784
122,0,0,with_mask,0.963678
123,0,0,with_mask,0.96448195
124,0,0,with_mask,0.96450317
125,0,0,with_mask,0.96749806
126,0,0,with_mask,0.9661483
127,0,0,with_mask,0.9634062
128,0,0,with_mask,0.96537036
129,0,0,with_mask,0.9673698
130,1,1,without_mask,0.9439883
131,1,1,without_mask,0.94863236
132,0,0,with_mask,0.9663588
133,0,0,with_mask,0.9671313
134,0,0,with_mask,0.966574
135,0,0,with_mask,0.96244806
136,0,0,with_mask,0.9617713
137,0,0,with_mask,0.9375693
138,0,0,with_mask,0.9641195
139,0,0,with_mask,0.96670467
140,0,0,with_mask,0.96781945
141,0,0,with_mask,0.9672943
142,1,1,without_mask,0.94780844
143,0,0,with_mask,0.96521705
144,0,0,with_mask,0.94029
145,0,0,with_mask,0.96165526
146,1,1,without_mask,0.9428737
147,1,1,without_mask,0.94062376
148,1,1,without_mask,0.9454762
149,1,1,without_mask,0.9460341
150,1,1,without_mask,0.9468608
151,1,1,without_mask,0.9461891
152,1,1,without_mask,0.9486415
153,0,0,with_mask,0.9581916
154,0,0,with_mask,0.9595435
155,0,0,with_mask,0.9635453
156,0,0,with_mask,0.96526897
157,0,0,with_mask,0.9645466
158,0,0,with_mask,0.9657659
159,1,1,without_mask,0.9442086
160,1,1,without_mask,0.9490357
161,1,1,without_mask,0.936362
162,0,0,with_mask,0.96428704
163,0,0,with_mask,0.9650482
164,1,1,without_mask,0.932536
165,0,0,with_mask,0.9653378
166,1,1,without_mask,0.93586016
167,1,1,without_mask,0.94970644
168,1,1,without_mask,0.9471982
169,0,0,with_mask,0.9671308
170,0,0,with_mask,0.966064
171,0,0,with_mask,0.9665064
172,2,2,mask_weared_incorrect,0.669956
173,0,0,with_mask,0.966558
174,0,0,with_mask,0.96738315
175,0,0,with_mask,0.9647243
176,2,1,without_mask,0.89532024
177,2,2,mask_weared_incorrect,0.6447454
178,1,1,without_mask,0.94357073
179,1,1,without_mask,0.92479956
180,0,0,with_mask,0.9635308
181,0,0,with_mask,0.96424484
182,1,1,without_mask,0.9474172
183,0,0,with_mask,0.9666548
184,1,1,without_mask,0.81046915
185,0,0,with_mask,0.9655766
186,1,1,without_mask,0.9366873
187,1,1,without_mask,0.9459336
188,2,2,mask_weared_incorrect,0.6390012
189,0,0,with_mask,0.9624708
190,0,0,with_mask,0.96715164
191,1,1,without_mask,0.9471549
192,0,0,with_mask,0.9639677
193,0,0,with_mask,0.9673921
194,0,0,with_mask,0.9643976
195,1,1,without_mask,0.9483961
196,0,0,with_mask,0.9548544
197,0,0,with_mask,0.9638665
198,0,0,with_mask,0.96321625
199,0,0,with_mask,0.96385676
200,1,1,without_mask,0.9465391
201,1,1,without_mask,0.9479013
202,0,0,with_mask,0.96132463
203,0,0,with_mask,0.96648127
204,1,1,without_mask,0.943675
205,1,1,without_mask,0.94511634
206,0,0,with_mask,0.9643908
207,0,0,with_mask,0.96520954
208,0,0,with_mask,0.9631793
209,0,0,with_mask,0.96639365
210,0,0,with_mask,0.9675157
211,1,1,without_mask,0.95002955
212,0,0,with_mask,0.9663432
213,0,0,with_mask,0.9664767
214,0,0,with_mask,0.9663422
215,2,2,mask_weared_incorrect,0.66085
216,0,0,with_mask,0.9510543
217,0,0,with_mask,0.96592695
218,0,0,with_mask,0.96613944
219,0,0,with_mask,0.9654421
220,0,0,with_mask,0.9667565
221,0,0,with_mask,0.96698016
222,0,0,with_mask,0.9669745
223,0,0,with_mask,0.9662378
224,0,0,with_mask,0.96579695
225,0,0,with_mask,0.9663786
226,0,0,with_mask,0.9655155
227,0,0,with_mask,0.9663236
228,1,1,without_mask,0.9416297
229,0,0,with_mask,0.95977783
230,0,0,with_mask,0.9608285
231,0,0,with_mask,0.9656628
232,0,0,with_mask,0.96602374
233,0,0,with_mask,0.9586456
234,0,0,with_mask,0.962917
235,0,0,with_mask,0.9672189
236,0,0,with_mask,0.96709955
237,0,0,with_mask,0.9665299
238,2,2,mask_weared_incorrect,0.6182904
239,2,2,mask_weared_incorrect,0.5711714
240,1,1,without_mask,0.9488183
241,0,0,with_mask,0.964915
242,0,0,with_mask,0.9642784
243,1,1,without_mask,0.94790614
244,0,0,with_mask,0.96428454
245,0,0,with_mask,0.9614488
246,0,0,with_mask,0.96337014
247,0,0,with_mask,0.9617596
248,1,1,without_mask,0.928509
249,1,1,without_mask,0.94784486
250,0,0,with_mask,0.96234673
251,1,1,without_mask,0.93559694
252,0,0,with_mask,0.9618294
253,0,0,with_mask,0.9650122
254,0,0,with_mask,0.9664414
255,0,0,with_mask,0.9661532
256,0,0,with_mask,0.9670159
257,0,0,with_mask,0.9668522
258,0,0,with_mask,0.96650445
259,0,0,with_mask,0.9609801
260,0,0,with_mask,0.962475
261,0,0,with_mask,0.9575956
262,1,1,without_mask,0.94753253
263,0,0,with_mask,0.96611816
264,0,0,with_mask,0.96226746
265,0,0,with_mask,0.9613561
266,0,0,with_mask,0.964812
267,0,0,with_mask,0.9654127
268,0,0,with_mask,0.9647961
269,2,0,with_mask,0.9583911
270,0,0,with_mask,0.9663413
271,0,0,with_mask,0.9664724
272,0,0,with_mask,0.9647078
273,0,0,with_mask,0.96769387
274,0,0,with_mask,0.96685344
275,0,0,with_mask,0.9671902
276,0,0,with_mask,0.9645877
277,0,0,with_mask,0.95795274
278,0,0,with_mask,0.9639149
279,0,0,with_mask,0.9563557
280,1,1,without_mask,0.93450236
281,1,1,without_mask,0.9383914
282,0,0,with_mask,0.9621722
283,0,0,with_mask,0.96139646
284,0,0,with_mask,0.96334344
285,0,0,with_mask,0.96695584
286,0,0,with_mask,0.96693134
287,0,0,with_mask,0.9643711
288,0,0,with_mask,0.96717614
289,0,0,with_mask,0.9646926
290,2,2,mask_weared_incorrect,0.59107953
291,2,2,mask_weared_incorrect,0.66891193
292,2,2,mask_weared_incorrect,0.5062555
293,1,1,without_mask,0.9480965
294,1,1,without_mask,0.9498145
295,1,1,without_mask,0.9424285
296,1,1,without_mask,0.94953626
297,1,1,without_mask,0.94746536
298,1,1,without_mask,0.94716305
299,0,0,with_mask,0.9639634
300,1,1,without_mask,0.94162154
301,0,0,with_mask,0.9660483
302,0,0,with_mask,0.96589416
303,0,0,with_mask,0.96684855
304,0,0,with_mask,0.96507627
305,0,0,with_mask,0.9673564
306,0,0,with_mask,0.96241826
307,0,0,with_mask,0.9661057
308,0,0,with_mask,0.9670398
309,0,0,with_mask,0.96682155
310,0,0,with_mask,0.96674293
311,0,0,with_mask,0.9650787
312,0,0,with_mask,0.9636049
313,0,0,with_mask,0.9641854
314,0,0,with_mask,0.96508026
315,0,0,with_mask,0.96621233
316,0,0,with_mask,0.9668037
317,0,0,with_mask,0.9668573
318,0,0,with_mask,0.963304
319,0,0,with_mask,0.9652907
320,0,0,with_mask,0.96525973
321,0,0,with_mask,0.9665808
322,0,0,with_mask,0.9653928
323,0,0,with_mask,0.966932
324,0,0,with_mask,0.96696156
325,0,0,with_mask,0.96452403
326,0,0,with_mask,0.96144336
327,0,0,with_mask,0.96677667
328,0,0,with_mask,0.96501845
329,0,0,with_mask,0.96703947
330,0,0,with_mask,0.96664697
331,1,1,without_mask,0.9203127
332,0,0,with_mask,0.960718
333,0,0,with_mask,0.96472555
334,0,0,with_mask,0.96372795
335,0,0,with_mask,0.96061426
336,1,1,without_mask,0.934681
337,0,0,with_mask,0.9634923
338,0,0,with_mask,0.96686524
339,0,0,with_mask,0.96043235
340,0,0,with_mask,0.9657173
341,0,0,with_mask,0.9662435
342,0,0,with_mask,0.9659945
343,1,1,without_mask,0.9392892
344,1,1,without_mask,0.9464602
345,0,0,with_mask,0.961756
346,0,0,with_mask,0.96381545
347,0,0,with_mask,0.9581139
348,0,0,with_mask,0.9647737
349,0,0,with_mask,0.954579
350,0,0,with_mask,0.9597799
351,0,0,with_mask,0.9638954
352,0,0,with_mask,0.96569145
353,0,0,with_mask,0.9663688
354,0,0,with_mask,0.96688586
355,0,0,with_mask,0.9665392
356,0,0,with_mask,0.96724576
357,0,0,with_mask,0.9651236
358,0,0,with_mask,0.9644618
359,0,0,with_mask,0.965943
360,0,0,with_mask,0.96567774
361,1,1,without_mask,0.9399348
362,0,0,with_mask,0.965442
363,0,0,with_mask,0.9630944
364,0,0,with_mask,0.960993
365,1,1,without_mask,0.94306695
366,0,0,with_mask,0.96303767
367,0,0,with_mask,0.9646267
368,0,0,with_mask,0.96360075
369,0,0,with_mask,0.9625476
370,1,1,without_mask,0.9378261
371,0,0,with_mask,0.9678526
372,2,2,mask_weared_incorrect,0.5978772
373,0,0,with_mask,0.96624625
374,0,0,with_mask,0.96724427
375,0,0,with_mask,0.9648421
376,0,0,with_mask,0.96686995
377,0,0,with_mask,0.9637991
378,0,0,with_mask,0.9648485
379,0,0,with_mask,0.96564597
380,0,0,with_mask,0.9624304
381,0,0,with_mask,0.9662868
382,0,0,with_mask,0.9667895
383,0,0,with_mask,0.9664995
384,0,0,with_mask,0.9659652
385,0,0,with_mask,0.96471125
386,2,2,mask_weared_incorrect,0.63181293
387,1,1,without_mask,0.9468643
388,1,1,without_mask,0.94994164
389,1,1,without_mask,0.94608605
390,0,0,with_mask,0.9649634
391,0,0,with_mask,0.96551156
392,0,0,with_mask,0.9657
393,1,1,without_mask,0.85547286
394,1,1,without_mask,0.9469107
395,0,0,with_mask,0.95937115
396,0,0,with_mask,0.96558297
397,1,1,without_mask,0.94813573
398,1,1,without_mask,0.94541895
399,0,0,with_mask,0.9660203
400,0,0,with_mask,0.96679527
401,0,0,with_mask,0.96191335
402,0,0,with_mask,0.9635943
403,0,0,with_mask,0.96258515
404,1,1,without_mask,0.94114035
405,1,1,without_mask,0.94069564
406,0,0,with_mask,0.95327044
407,0,0,with_mask,0.96140206
408,0,0,with_mask,0.96587265
409,1,1,without_mask,0.9478575
410,1,1,without_mask,0.92573243
411,0,0,with_mask,0.96678704
412,0,0,with_mask,0.9674413
413,0,0,with_mask,0.966466
414,0,0,with_mask,0.96606
415,0,0,with_mask,0.9661122
416,0,0,with_mask,0.96429694
417,0,0,with_mask,0.9668188
418,0,0,with_mask,0.9666131
419,0,0,with_mask,0.9664901
420,0,0,with_mask,0.96624047
421,0,0,with_mask,0.9629082
422,0,0,with_mask,0.9629021
423,0,0,with_mask,0.9669712
424,0,0,with_mask,0.96390814
425,0,0,with_mask,0.965151
426,0,0,with_mask,0.962907
427,0,0,with_mask,0.9640684
428,1,1,without_mask,0.917413
429,1,1,without_mask,0.8800673
430,0,0,with_mask,0.9638656
431,1,1,without_mask,0.9499692
432,0,0,with_mask,0.9660655
433,1,1,without_mask,0.9467348
434,0,0,with_mask,0.96396995
435,0,0,with_mask,0.9632228
436,1,1,without_mask,0.85852796
437,0,0,with_mask,0.96508384
438,0,0,with_mask,0.9606074
439,0,0,with_mask,0.95855606
440,0,0,with_mask,0.95661014
441,0,0,with_mask,0.9609559
442,0,0,with_mask,0.96381885
443,1,1,without_mask,0.87298757
444,0,0,with_mask,0.95719224
445,0,0,with_mask,0.96453464
446,0,0,with_mask,0.96647537
447,0,0,with_mask,0.95354843
448,0,0,with_mask,0.9652736
449,2,1,without_mask,0.94658285
450,0,0,with_mask,0.96449393
451,0,0,with_mask,0.93107164
452,0,0,with_mask,0.96699953
453,0,0,with_mask,0.9663471
454,0,0,with_mask,0.9653594
455,0,0,with_mask,0.9652594
456,2,2,mask_weared_incorrect,0.63363373
457,0,0,with_mask,0.9640652
458,0,0,with_mask,0.9653337
459,0,0,with_mask,0.96123695
460,0,0,with_mask,0.96467763
461,0,0,with_mask,0.9669935
462,0,0,with_mask,0.9666971
463,0,0,with_mask,0.9645859
464,0,0,with_mask,0.9569945
465,0,0,with_mask,0.966606
466,0,0,with_mask,0.9639482
467,0,0,with_mask,0.96006334
468,0,0,with_mask,0.96778864
469,0,0,with_mask,0.9677193
470,0,0,with_mask,0.9660362
471,0,0,with_mask,0.96585107
472,0,0,with_mask,0.96630806
473,0,0,with_mask,0.9645725
474,0,0,with_mask,0.9670794
475,0,0,with_mask,0.96507806
476,0,0,with_mask,0.9631151
477,0,0,with_mask,0.96298337
478,0,0,with_mask,0.9647991
479,0,0,with_mask,0.9666461
480,0,0,with_mask,0.962647
481,0,0,with_mask,0.9670159
482,0,0,with_mask,0.9660215
483,0,0,with_mask,0.9653738
484,0,0,with_mask,0.9607727
485,0,0,with_mask,0.96619105
486,0,0,with_mask,0.96608233
487,0,0,with_mask,0.9668237
488,0,0,with_mask,0.9643471
489,0,0,with_mask,0.9635248
490,0,0,with_mask,0.9643508
491,0,0,with_mask,0.9617356
492,0,0,with_mask,0.9596351
493,0,0,with_mask,0.9622537
494,2,2,mask_weared_incorrect,0.5946759
495,1,1,without_mask,0.94292367
496,1,1,without_mask,0.9454234
497,0,0,with_mask,0.9664093
498,0,0,with_mask,0.96701324
499,0,0,with_mask,0.96623904
500,0,0,with_mask,0.9615556
501,0,0,with_mask,0.95358324
502,0,0,with_mask,0.9597574
503,1,1,without_mask,0.94253844
504,1,1,without_mask,0.94070953
505,1,1,without_mask,0.947101
506,1,1,without_mask,0.9429832
507,1,1,without_mask,0.9484092
508,0,0,with_mask,0.96386194
509,1,1,without_mask,0.9455097
510,1,1,without_mask,0.9352178
511,1,1,without_mask,0.9300073
512,0,0,with_mask,0.96505475
513,1,1,without_mask,0.9441049
514,1,1,without_mask,0.9444484
515,1,1,without_mask,0.947922
516,1,1,without_mask,0.94643986
517,0,0,with_mask,0.95729196
518,0,0,with_mask,0.9657048
519,0,0,with_mask,0.9652034
520,0,0,with_mask,0.9662162
521,1,1,without_mask,0.94309986
522,0,0,with_mask,0.9609818
523,0,0,with_mask,0.955035
524,0,0,with_mask,0.96307594
525,0,0,with_mask,0.96108
526,0,0,with_mask,0.9656922
527,0,0,with_mask,0.96687007
528,0,0,with_mask,0.96701884
529,0,0,with_mask,0.9670144
530,0,0,with_mask,0.96533513
531,0,0,with_mask,0.96652985
532,0,0,with_mask,0.96165943
533,0,0,with_mask,0.9637752
534,0,0,with_mask,0.96487945
535,0,0,with_mask,0.96732503
536,0,0,with_mask,0.96187997
537,0,0,with_mask,0.9628422
538,0,0,with_mask,0.8926069
539,1,1,without_mask,0.9448728
540,1,1,without_mask,0.93790174
541,1,1,without_mask,0.9284721
542,0,0,with_mask,0.96518344
543,0,0,with_mask,0.9641032
544,0,0,with_mask,0.9634311
545,0,0,with_mask,0.9612971
546,0,0,with_mask,0.96589744
547,0,0,with_mask,0.9661447
548,0,0,with_mask,0.9602661
549,0,0,with_mask,0.96286136
550,0,0,with_mask,0.9630716
551,0,0,with_mask,0.96264327
552,0,0,with_mask,0.96372825
553,0,0,with_mask,0.9613696
554,1,0,with_mask,0.955049
555,0,0,with_mask,0.9625955
556,0,0,with_mask,0.96708405
557,0,0,with_mask,0.9673969
558,0,0,with_mask,0.9656953
559,0,0,with_mask,0.9672313
560,0,0,with_mask,0.96649677
561,0,0,with_mask,0.96670043
562,0,0,with_mask,0.9666498
563,0,0,with_mask,0.9667458
564,0,0,with_mask,0.9666281
565,0,0,with_mask,0.9637274
566,0,0,with_mask,0.9659602
567,0,0,with_mask,0.967034
568,1,1,without_mask,0.94833744
569,0,0,with_mask,0.96683115
570,0,0,with_mask,0.96648663
571,0,0,with_mask,0.9670233
572,0,0,with_mask,0.9655649
573,0,0,with_mask,0.9651108
574,0,0,with_mask,0.9632865
575,0,0,with_mask,0.9652193
576,0,0,with_mask,0.96508604
577,0,0,with_mask,0.95985746
578,2,2,mask_weared_incorrect,0.6136735
579,1,1,without_mask,0.948167
580,1,1,without_mask,0.949251
581,1,1,without_mask,0.92681897
582,1,1,without_mask,0.9393294
583,0,0,with_mask,0.96654373
584,1,1,without_mask,0.9487604
585,1,1,without_mask,0.946748
586,1,1,without_mask,0.9149933
587,0,0,with_mask,0.9607099
588,0,0,with_mask,0.9601694
589,0,0,with_mask,0.9655307
590,0,0,with_mask,0.9652663
591,0,0,with_mask,0.96609193
592,0,0,with_mask,0.966777
593,0,0,with_mask,0.96553195
594,0,0,with_mask,0.9654579
595,0,0,with_mask,0.9644029
596,0,0,with_mask,0.96560794
597,0,0,with_mask,0.965354
598,0,0,with_mask,0.9655964
599,0,0,with_mask,0.9661251
600,0,0,with_mask,0.96248573
601,0,0,with_mask,0.9609315
602,0,0,with_mask,0.9617796
603,0,0,with_mask,0.9663992
604,0,0,with_mask,0.9665917
605,0,0,with_mask,0.96670836
606,0,0,with_mask,0.9666781
607,0,0,with_mask,0.9670037
608,0,0,with_mask,0.9646564
609,0,0,with_mask,0.9647562
610,0,0,with_mask,0.967159
611,0,0,with_mask,0.96624637
612,0,0,with_mask,0.96600384
613,0,0,with_mask,0.95840955
614,0,0,with_mask,0.96552294
615,0,0,with_mask,0.967342
616,0,0,with_mask,0.9528065
617,0,0,with_mask,0.964631
618,0,0,with_mask,0.96011233
619,0,0,with_mask,0.96422935
620,0,0,with_mask,0.96568006
621,0,0,with_mask,0.96148854
622,0,0,with_mask,0.9617592
623,0,0,with_mask,0.9643497
624,0,0,with_mask,0.96648604
625,0,0,with_mask,0.7579313
626,0,0,with_mask,0.9631097
627,0,0,with_mask,0.9665885
628,0,0,with_mask,0.9664574
629,0,0,with_mask,0.9676229
630,0,0,with_mask,0.9667508
631,0,0,with_mask,0.9661108
632,0,0,with_mask,0.9661334
633,0,0,with_mask,0.9658617
634,0,0,with_mask,0.966942
635,0,0,with_mask,0.96659845
636,0,0,with_mask,0.9656042
637,0,0,with_mask,0.96347237
638,0,0,with_mask,0.9654417
639,0,0,with_mask,0.9668223
640,0,0,with_mask,0.9663833
641,0,0,with_mask,0.96362877
642,0,0,with_mask,0.9587113
643,0,0,with_mask,0.954639
644,0,0,with_mask,0.9646703
645,0,0,with_mask,0.9581882
646,0,0,with_mask,0.96156615
647,0,0,with_mask,0.9544255
648,0,0,with_mask,0.9558614
649,0,0,with_mask,0.9656645
650,0,0,with_mask,0.9609666
651,0,0,with_mask,0.96461564
652,0,0,with_mask,0.96129155
653,1,1,without_mask,0.930166
654,0,0,with_mask,0.9658197
655,0,0,with_mask,0.9657031
656,0,0,with_mask,0.96574146
657,0,0,with_mask,0.96643674
658,0,0,with_mask,0.9667085
659,0,0,with_mask,0.9666257
660,0,0,with_mask,0.96746325
661,0,0,with_mask,0.96521807
662,0,0,with_mask,0.96050006
663,0,0,with_mask,0.96712655
664,0,0,with_mask,0.96688545
665,0,0,with_mask,0.96656936
666,1,1,without_mask,0.94126225
667,2,0,with_mask,0.9334216
668,1,1,without_mask,0.9499892
669,1,1,without_mask,0.93983495
670,1,1,without_mask,0.9498012
671,1,1,without_mask,0.9504424
672,1,1,without_mask,0.9496154
673,1,1,without_mask,0.9507136
674,1,1,without_mask,0.9491334
675,1,1,without_mask,0.94872314
676,1,1,without_mask,0.9489207
677,1,1,without_mask,0.94618124
678,1,1,without_mask,0.9511174
679,1,1,without_mask,0.95041066
680,1,1,without_mask,0.94922084
681,1,1,without_mask,0.94787335
682,1,1,without_mask,0.9466599
683,0,0,with_mask,0.96693057
684,0,0,with_mask,0.96226877
685,1,1,without_mask,0.95063055
686,1,1,without_mask,0.9486416
687,0,0,with_mask,0.96696174
688,1,1,without_mask,0.9466008
689,1,1,without_mask,0.948132
690,1,1,without_mask,0.94062865
691,1,1,without_mask,0.94739956
692,1,1,without_mask,0.9452792
693,1,1,without_mask,0.9297929
694,1,1,without_mask,0.9506009
695,1,1,without_mask,0.94752055
696,0,0,with_mask,0.9672133
697,1,1,without_mask,0.95029
698,1,1,without_mask,0.9512889
699,1,1,without_mask,0.9457306
700,1,1,without_mask,0.94857854
701,1,1,without_mask,0.94931406
702,1,1,without_mask,0.948791
703,1,1,without_mask,0.9505277
704,1,1,without_mask,0.94794995
705,1,1,without_mask,0.9491914
706,1,1,without_mask,0.944245
707,1,1,without_mask,0.9504078
708,1,1,without_mask,0.9508153
709,1,1,without_mask,0.95119816
710,1,1,without_mask,0.95034707
711,1,1,without_mask,0.95043856
712,1,1,without_mask,0.94887936
713,1,1,without_mask,0.94497657
714,1,1,without_mask,0.9183882
715,1,1,without_mask,0.9419009
716,1,1,without_mask,0.9499804
717,1,1,without_mask,0.9506571
718,1,1,without_mask,0.9502417
719,1,1,without_mask,0.9466191
720,1,1,without_mask,0.9499294
721,1,1,without_mask,0.9491492
722,1,1,without_mask,0.9375074
723,1,1,without_mask,0.950083
724,1,1,without_mask,0.95013565
725,1,1,without_mask,0.9506233
726,1,1,without_mask,0.9480519
727,1,1,without_mask,0.9386892
728,1,1,without_mask,0.9313922
729,0,0,with_mask,0.96084917
730,0,0,with_mask,0.9637562
731,0,0,with_mask,0.96427387
732,1,1,without_mask,0.93797356
733,0,0,with_mask,0.9649275
734,1,1,without_mask,0.9441237
735,0,0,with_mask,0.96613777
736,0,0,with_mask,0.9587682
737,0,0,with_mask,0.96589214
738,0,0,with_mask,0.9657904
739,0,0,with_mask,0.9660826
740,0,0,with_mask,0.9598221
741,0,0,with_mask,0.96486723
742,0,0,with_mask,0.9669495
743,0,0,with_mask,0.9666218
744,0,0,with_mask,0.96107936
745,0,0,with_mask,0.96603984
746,0,0,with_mask,0.96462184
747,0,0,with_mask,0.9616392
748,0,0,with_mask,0.96610147
749,0,0,with_mask,0.9655854
750,0,0,with_mask,0.9670659
751,0,0,with_mask,0.966343
752,0,0,with_mask,0.96628034
753,0,0,with_mask,0.9633544
754,0,0,with_mask,0.96555924
755,0,0,with_mask,0.9655091
756,0,0,with_mask,0.9666591
757,0,0,with_mask,0.9659523
758,0,0,with_mask,0.9661108
759,1,1,without_mask,0.90799284
760,0,0,with_mask,0.9655387
761,1,1,without_mask,0.92646205
762,1,1,without_mask,0.9442225
763,0,0,with_mask,0.966619
764,0,0,with_mask,0.9662996
765,1,1,without_mask,0.94605976
766,1,1,without_mask,0.94956017
767,2,2,mask_weared_incorrect,0.58284765
768,2,2,mask_weared_incorrect,0.64425284
769,0,0,with_mask,0.96649694
770,0,0,with_mask,0.96282333
771,0,0,with_mask,0.96569955
772,0,0,with_mask,0.9658969
773,0,0,with_mask,0.96307415
774,0,0,with_mask,0.96531504
775,0,0,with_mask,0.9656174
776,0,0,with_mask,0.96676254
777,0,0,with_mask,0.9650724
778,0,0,with_mask,0.96643794
779,0,0,with_mask,0.9562323
780,0,0,with_mask,0.9648142
781,0,0,with_mask,0.9657336
782,0,0,with_mask,0.9644269
783,0,0,with_mask,0.96477103
784,1,1,without_mask,0.9495254
785,0,0,with_mask,0.9650683
786,0,0,with_mask,0.9628588
787,0,0,with_mask,0.96388674
788,0,0,with_mask,0.96593696
789,0,0,with_mask,0.9637609
790,0,0,with_mask,0.9633762
791,0,0,with_mask,0.94212085
792,0,0,with_mask,0.95122254
793,0,0,with_mask,0.9624083
794,0,0,with_mask,0.9655334
795,0,0,with_mask,0.96337265
796,0,0,with_mask,0.9669454
797,0,0,with_mask,0.966845
798,0,0,with_mask,0.9637236
799,2,0,with_mask,0.4871368
800,1,1,without_mask,0.947474
801,1,1,without_mask,0.94248176
802,1,1,without_mask,0.8817261
803,1,1,without_mask,0.9400891
804,1,1,without_mask,0.94775856
805,0,0,with_mask,0.9673632
806,0,0,with_mask,0.9649304
807,0,0,with_mask,0.9640602
808,0,0,with_mask,0.9645801
809,1,1,without_mask,0.94862956
810,0,0,with_mask,0.9632502
811,0,0,with_mask,0.9621977
812,0,0,with_mask,0.96549845
813,0,0,with_mask,0.96691084
814,0,0,with_mask,0.9654269
815,0,0,with_mask,0.9659067
816,0,0,with_mask,0.96703947
817,0,0,with_mask,0.96593285
